utc_ts,game,viewers
2025-06-21T19:30:40,Minecraft,37978
2025-06-21T19:30:40,Overwatch 2,36432
2025-06-21T19:30:40,World of Warcraft,34397
2025-06-21T19:30:40,Special Events,31334
2025-06-21T19:30:40,Dead by Daylight,31028
2025-06-21T19:30:40,Borderlands 4,28731
2025-06-21T19:30:40,REMATCH,25175
2025-06-21T19:30:40,EA Sports FC 25,24533
2025-06-21T19:30:40,World of Tanks,22397
2025-06-21T19:30:40,DJs,22456
2025-06-21T19:30:40,Hearthstone,20495
2025-06-21T19:30:40,Clash Royale,17126
2025-06-21T19:30:40,Virtual Casino,16326
2025-06-21T19:30:40,SCUM,16102
2025-06-21T19:30:40,Tom Clancy's Rainbow Six Siege X,15935
2025-06-21T19:30:40,Mario Kart World,15620
2025-06-21T19:30:40,Elden Ring: Nightreign,14941
2025-06-21T19:30:40,Dune: Awakening,14769
2025-06-21T19:30:40,HELLDIVERS 2,14498
2025-06-21T19:30:40,Fall Guys,14513
2025-06-21T19:30:40,PUBG: BATTLEGROUNDS,14351
2025-06-21T19:30:40,Hunt: Showdown 1896,13396
2025-06-21T19:30:40,Shadowverse: Worlds Beyond,13288
2025-06-21T19:30:40,Tibia,13244
2025-06-21T19:30:40,Apex Legends,12691
2025-06-21T19:30:40,Brawl Stars,13041
2025-06-21T19:30:40,Rust,12603
2025-06-21T19:30:40,ROBLOX,12291
2025-06-21T19:30:40,Magic: The Gathering,11931
2025-06-21T19:30:40,Chrono Odyssey,11840
2025-06-21T19:30:40,Sports,11559
2025-06-21T19:30:40,Sea of Thieves,11132
2025-06-21T19:30:40,Music,10667
2025-06-21T19:30:40,Old School RuneScape,10112
2025-06-21T19:30:40,Escape from Tarkov,9664
2025-06-21T19:30:40,Grand Theft Auto IV,9974
2025-06-21T19:30:40,Art,9771
2025-06-21T19:30:40,Genshin Impact,9738
2025-06-21T19:30:40,Clair Obscur: Expedition 33,8667
2025-06-21T19:30:40,Garena Free Fire,8612
2025-06-21T19:30:40,ASMR,8614
2025-06-21T19:30:40,Slots,8387
2025-06-21T19:30:40,Street Fighter 6,8099
2025-06-21T19:30:40,Teamfight Tactics,7520
2025-06-21T19:30:40,Relic Guardian,7886
2025-06-21T19:30:40,GODDESS OF VICTORY: NIKKE,7796
2025-06-21T19:30:40,Star Citizen,7177
2025-06-21T19:30:40,ELDEN RING,6982
2025-06-21T19:30:40,Retro,6933
2025-06-21T19:30:40,Death Stranding: Director's Cut,6792
2025-06-21T19:30:40,DayZ,6320
2025-06-21T19:30:40,Gartic Phone,6065
2025-06-21T19:30:40,Call of Duty,6091
2025-06-21T19:30:40,Parcel Simulator,6098
2025-06-21T19:30:40,NBA 2K25,6060
2025-06-21T19:30:40,Chess,6032
2025-06-21T19:30:40,Destiny 2,6008
2025-06-21T19:30:40,R.E.P.O.,5780
2025-06-21T19:30:40,Mobile Legends: Bang Bang,5760
2025-06-21T19:30:40,Rocket League,5491
2025-06-21T19:30:40,Trackmania,5578
2025-06-21T19:30:40,Albion Online,5505
2025-06-21T19:30:40,Red Dead Redemption 2,5445
2025-06-21T19:30:40,Call of Duty: Black Ops 6,5420
2025-06-21T19:30:40,iRacing,5396
2025-06-21T19:30:40,Heroes of Might and Magic III: The Restoration of Erathia,5898
2025-06-21T19:30:40,Always On,5134
2025-06-21T19:30:40,Slime Rancher,5149
2025-06-21T19:30:40,Lies of P,5006
2025-06-21T19:30:40,"Animals, Aquariums, and Zoos",5069
2025-06-21T19:30:40,Pokémon Scarlet/Violet,4989
2025-06-21T19:30:40,FINAL FANTASY XIV ONLINE,4898
2025-06-21T19:30:40,StarCraft II,4853
2025-06-21T19:30:40,ARK: Survival Ascended,4828
2025-06-21T19:30:40,Garry's Mod,4776
2025-06-21T19:30:40,Etheria: Restart,4740
2025-06-21T19:30:40,Arena Breakout: Infinite,4444
2025-06-21T19:30:40,"Pools, Hot Tubs, and Beaches",4409
2025-06-21T19:30:40,Black Desert,4379
2025-06-21T19:30:40,Still Wakes the Deep,4325
2025-06-21T19:30:40,Age of Empires II,4269
2025-06-21T19:30:40,RAIDOU Remastered: The Mystery of the Soulless Army,4066
2025-06-21T19:30:40,Stellar Blade,4071
2025-06-21T19:30:40,Crypto,4014
2025-06-21T19:30:40,Halo Infinite,3857
2025-06-21T19:30:40,Talk Shows & Podcasts,3879
2025-06-21T19:30:40,Lost Ark,3859
2025-06-21T19:30:50,Counter-Strike,628463
2025-06-21T19:30:50,Just Chatting,598184
2025-06-21T19:30:50,VALORANT,314235
2025-06-21T19:30:50,IRL,115859
2025-06-21T19:30:50,Grand Theft Auto V,110589
2025-06-21T19:30:50,League of Legends,104482
2025-06-21T19:30:50,Call of Duty: Warzone,68948
2025-06-21T19:30:50,Path of Exile,60292
2025-06-21T19:30:50,Fortnite,59611
2025-06-21T19:30:50,The Blood of Dawnwalker,49403
2025-06-21T19:30:50,Dota 2,52229
2025-06-21T19:30:50,PEAK,44122
2025-06-21T19:30:50,Marvel Rivals,42403
2025-06-21T19:30:50,Minecraft,38048
2025-06-21T19:30:50,Overwatch 2,36445
2025-06-21T19:30:50,World of Warcraft,34415
2025-06-21T19:30:50,Special Events,31299
2025-06-21T19:30:50,Dead by Daylight,31039
2025-06-21T19:30:50,Borderlands 4,28730
2025-06-21T19:30:50,REMATCH,25133
2025-06-21T19:30:50,EA Sports FC 25,24540
2025-06-21T19:30:50,World of Tanks,22472
2025-06-21T19:30:50,DJs,22655
2025-06-21T19:30:50,Hearthstone,20423
2025-06-21T19:30:50,Clash Royale,17151
2025-06-21T19:30:50,Virtual Casino,16617
2025-06-21T19:30:50,SCUM,16093
2025-06-21T19:30:50,Tom Clancy's Rainbow Six Siege X,15927
2025-06-21T19:30:50,Mario Kart World,15667
2025-06-21T19:30:50,Elden Ring: Nightreign,14971
2025-06-21T19:30:50,Dune: Awakening,15079
2025-06-21T19:30:50,HELLDIVERS 2,7677
2025-06-21T19:30:50,Fall Guys,14516
2025-06-21T19:30:50,PUBG: BATTLEGROUNDS,14329
2025-06-21T19:30:50,Hunt: Showdown 1896,13367
2025-06-21T19:30:50,Shadowverse: Worlds Beyond,13254
2025-06-21T19:30:50,Tibia,13181
2025-06-21T19:30:50,Apex Legends,12617
2025-06-21T19:30:50,Brawl Stars,13066
2025-06-21T19:30:50,ROBLOX,12281
2025-06-21T19:30:50,Rust,12685
2025-06-21T19:30:50,Magic: The Gathering,11927
2025-06-21T19:30:50,Chrono Odyssey,10933
2025-06-21T19:30:50,Sports,11528
2025-06-21T19:30:50,Sea of Thieves,11120
2025-06-21T19:30:50,Music,10687
2025-06-21T19:30:50,Old School RuneScape,10108
2025-06-21T19:30:50,Grand Theft Auto IV,9970
2025-06-21T19:30:50,Art,9763
2025-06-21T19:30:50,Genshin Impact,9742
2025-06-21T19:30:50,Escape from Tarkov,9655
2025-06-21T19:30:50,Clair Obscur: Expedition 33,8675
2025-06-21T19:30:50,Garena Free Fire,8613
2025-06-21T19:30:50,ASMR,8641
2025-06-21T19:30:50,Slots,8517
2025-06-21T19:30:50,Street Fighter 6,8108
2025-06-21T19:30:50,Relic Guardian,7886
2025-06-21T19:30:50,GODDESS OF VICTORY: NIKKE,7795
2025-06-21T19:30:50,Teamfight Tactics,7598
2025-06-21T19:30:50,Star Citizen,7170
2025-06-21T19:30:50,ELDEN RING,6985
2025-06-21T19:30:50,Retro,6932
2025-06-21T19:30:50,Death Stranding: Director's Cut,6789
2025-06-21T19:30:50,DayZ,6279
2025-06-21T19:30:50,Gartic Phone,6067
2025-06-21T19:30:50,Parcel Simulator,6101
2025-06-21T19:30:50,Call of Duty,6084
2025-06-21T19:30:50,Chess,6022
2025-06-21T19:30:50,NBA 2K25,6040
2025-06-21T19:30:50,Destiny 2,6021
2025-06-21T19:30:50,R.E.P.O.,5830
2025-06-21T19:30:50,Mobile Legends: Bang Bang,5787
2025-06-21T19:30:50,Rocket League,5522
2025-06-21T19:30:50,Trackmania,5642
2025-06-21T19:30:50,Albion Online,5533
2025-06-21T19:30:50,Red Dead Redemption 2,5432
2025-06-21T19:30:50,iRacing,5395
2025-06-21T19:30:50,Call of Duty: Black Ops 6,5378
2025-06-21T19:30:50,Heroes of Might and Magic III: The Restoration of Erathia,5939
2025-06-21T19:30:50,Always On,5144
2025-06-21T19:30:50,Slime Rancher,4999
2025-06-21T19:30:50,"Animals, Aquariums, and Zoos",5072
2025-06-21T19:30:50,Pokémon Scarlet/Violet,4962
2025-06-21T19:30:50,Lies of P,5105
2025-06-21T19:30:50,FINAL FANTASY XIV ONLINE,4909
2025-06-21T19:30:50,StarCraft II,4857
2025-06-21T19:30:50,ARK: Survival Ascended,4813
2025-06-21T19:30:50,Garry's Mod,4776
2025-06-21T19:30:50,Etheria: Restart,4772
2025-06-21T19:30:50,Arena Breakout: Infinite,4435
2025-06-21T19:30:50,"Pools, Hot Tubs, and Beaches",4414
2025-06-21T19:30:50,Black Desert,4381
2025-06-21T19:30:50,Still Wakes the Deep,4327
2025-06-21T19:30:50,Age of Empires II,4271
2025-06-21T19:30:50,RAIDOU Remastered: The Mystery of the Soulless Army,4065
2025-06-21T19:30:50,Stellar Blade,4063
2025-06-21T19:30:50,Crypto,4014
2025-06-21T19:30:50,Halo Infinite,3869
2025-06-21T19:30:50,Talk Shows & Podcasts,3888
2025-06-21T19:30:50,Lost Ark,3855
2025-06-21T19:31:01,Counter-Strike,628463
2025-06-21T19:31:01,Just Chatting,598184
2025-06-21T19:31:01,VALORANT,314235
2025-06-21T19:31:01,IRL,115859
2025-06-21T19:31:01,Grand Theft Auto V,110589
2025-06-21T19:31:01,League of Legends,104482
2025-06-21T19:31:01,Call of Duty: Warzone,68948
2025-06-21T19:31:01,Path of Exile,60292
2025-06-21T19:31:01,Fortnite,59611
2025-06-21T19:31:01,The Blood of Dawnwalker,49403
2025-06-21T19:31:01,Dota 2,52229
2025-06-21T19:31:01,PEAK,44122
2025-06-21T19:31:01,Marvel Rivals,42403
2025-06-21T19:31:01,Minecraft,38048
2025-06-21T19:31:01,Overwatch 2,36445
2025-06-21T19:31:01,World of Warcraft,34415
2025-06-21T19:31:01,Special Events,31299
2025-06-21T19:31:01,Dead by Daylight,31039
2025-06-21T19:31:01,Borderlands 4,28730
2025-06-21T19:31:01,REMATCH,25133
2025-06-21T19:31:01,EA Sports FC 25,24540
2025-06-21T19:31:01,World of Tanks,22472
2025-06-21T19:31:01,DJs,22655
2025-06-21T19:31:01,Hearthstone,20423
2025-06-21T19:31:01,Clash Royale,17151
2025-06-21T19:31:01,Virtual Casino,16617
2025-06-21T19:31:01,SCUM,16093
2025-06-21T19:31:01,Tom Clancy's Rainbow Six Siege X,15927
2025-06-21T19:31:01,Mario Kart World,15667
2025-06-21T19:31:01,Elden Ring: Nightreign,14971
2025-06-21T19:31:01,Dune: Awakening,15079
2025-06-21T19:31:01,HELLDIVERS 2,7677
2025-06-21T19:31:01,Fall Guys,14516
2025-06-21T19:31:01,PUBG: BATTLEGROUNDS,14329
2025-06-21T19:31:01,Hunt: Showdown 1896,13367
2025-06-21T19:31:01,Shadowverse: Worlds Beyond,13254
2025-06-21T19:31:01,Tibia,13181
2025-06-21T19:31:01,Apex Legends,12617
2025-06-21T19:31:01,Brawl Stars,13066
2025-06-21T19:31:01,ROBLOX,12281
2025-06-21T19:31:01,Rust,12685
2025-06-21T19:31:01,Magic: The Gathering,11927
2025-06-21T19:31:01,Chrono Odyssey,10933
2025-06-21T19:31:01,Sports,11528
2025-06-21T19:31:01,Sea of Thieves,11120
2025-06-21T19:31:01,Music,10687
2025-06-21T19:31:01,Old School RuneScape,10108
2025-06-21T19:31:01,Grand Theft Auto IV,9970
2025-06-21T19:31:01,Art,9763
2025-06-21T19:31:01,Genshin Impact,9742
2025-06-21T19:31:01,Escape from Tarkov,9655
2025-06-21T19:31:01,Clair Obscur: Expedition 33,8675
2025-06-21T19:31:01,Garena Free Fire,8613
2025-06-21T19:31:01,ASMR,8641
2025-06-21T19:31:01,Slots,8517
2025-06-21T19:31:01,Street Fighter 6,8108
2025-06-21T19:31:01,Relic Guardian,7886
2025-06-21T19:31:01,GODDESS OF VICTORY: NIKKE,7795
2025-06-21T19:31:01,Teamfight Tactics,7598
2025-06-21T19:31:01,Star Citizen,7170
2025-06-21T19:31:01,ELDEN RING,6985
2025-06-21T19:31:01,Retro,6932
2025-06-21T19:31:01,Death Stranding: Director's Cut,6789
2025-06-21T19:31:01,DayZ,6279
2025-06-21T19:31:01,Gartic Phone,6067
2025-06-21T19:31:01,Parcel Simulator,6101
2025-06-21T19:31:01,Call of Duty,6084
2025-06-21T19:31:01,Chess,6022
2025-06-21T19:31:01,NBA 2K25,6040
2025-06-21T19:31:01,Destiny 2,6021
2025-06-21T19:31:01,R.E.P.O.,5830
2025-06-21T19:31:01,Mobile Legends: Bang Bang,5787
2025-06-21T19:31:01,Rocket League,5522
2025-06-21T19:31:01,Trackmania,5642
2025-06-21T19:31:01,Albion Online,5533
2025-06-21T19:31:01,Red Dead Redemption 2,5432
2025-06-21T19:31:01,iRacing,5395
2025-06-21T19:31:01,Call of Duty: Black Ops 6,5378
2025-06-21T19:31:01,Heroes of Might and Magic III: The Restoration of Erathia,5939
2025-06-21T19:31:01,Always On,5144
2025-06-21T19:31:01,Slime Rancher,4999
2025-06-21T19:31:01,"Animals, Aquariums, and Zoos",5072
2025-06-21T19:31:01,Pokémon Scarlet/Violet,4962
2025-06-21T19:31:01,Lies of P,5105
2025-06-21T19:31:01,FINAL FANTASY XIV ONLINE,4909
2025-06-21T19:31:01,StarCraft II,4857
2025-06-21T19:31:01,ARK: Survival Ascended,4813
2025-06-21T19:31:01,Garry's Mod,4776
2025-06-21T19:31:01,Etheria: Restart,4772
2025-06-21T19:31:01,Arena Breakout: Infinite,4435
2025-06-21T19:31:01,"Pools, Hot Tubs, and Beaches",4414
2025-06-21T19:31:01,Black Desert,4381
2025-06-21T19:31:01,Still Wakes the Deep,4327
2025-06-21T19:31:01,Age of Empires II,4271
2025-06-21T19:31:01,RAIDOU Remastered: The Mystery of the Soulless Army,4065
2025-06-21T19:31:01,Stellar Blade,4063
2025-06-21T19:31:01,Crypto,4014
2025-06-21T19:31:01,Halo Infinite,3869
2025-06-21T19:31:01,Talk Shows & Podcasts,3888
2025-06-21T19:31:01,Lost Ark,3855
2025-06-21T19:31:11,Counter-Strike,628460
2025-06-21T19:31:11,Just Chatting,598201
2025-06-21T19:31:11,VALORANT,314229
2025-06-21T19:31:11,IRL,115859
2025-06-21T19:31:11,Grand Theft Auto V,110597
2025-06-21T19:31:11,League of Legends,104490
2025-06-21T19:31:11,Call of Duty: Warzone,68948
2025-06-21T19:31:11,Path of Exile,60292
2025-06-21T19:31:11,Fortnite,59612
2025-06-21T19:31:11,Dota 2,52227
2025-06-21T19:31:11,The Blood of Dawnwalker,49403
2025-06-21T19:31:11,PEAK,44124
2025-06-21T19:31:11,Marvel Rivals,42405
2025-06-21T19:31:11,Minecraft,38043
2025-06-21T19:31:11,Overwatch 2,36444
2025-06-21T19:31:11,World of Warcraft,34415
2025-06-21T19:31:11,Special Events,31299
2025-06-21T19:31:11,Dead by Daylight,31040
2025-06-21T19:31:11,Borderlands 4,28730
2025-06-21T19:31:11,REMATCH,25133
2025-06-21T19:31:11,EA Sports FC 25,24541
2025-06-21T19:31:11,DJs,22655
2025-06-21T19:31:11,World of Tanks,22472
2025-06-21T19:31:11,Hearthstone,20423
2025-06-21T19:31:11,Clash Royale,17148
2025-06-21T19:31:11,Virtual Casino,16617
2025-06-21T19:31:11,SCUM,16094
2025-06-21T19:31:11,Tom Clancy's Rainbow Six Siege X,15933
2025-06-21T19:31:11,Mario Kart World,15667
2025-06-21T19:31:11,Dune: Awakening,15082
2025-06-21T19:31:11,Elden Ring: Nightreign,14973
2025-06-21T19:31:11,Fall Guys,14516
2025-06-21T19:31:11,PUBG: BATTLEGROUNDS,14327
2025-06-21T19:31:11,Hunt: Showdown 1896,13365
2025-06-21T19:31:11,Shadowverse: Worlds Beyond,13254
2025-06-21T19:31:11,Tibia,13181
2025-06-21T19:31:11,Brawl Stars,13066
2025-06-21T19:31:11,Rust,12685
2025-06-21T19:31:11,Apex Legends,12616
2025-06-21T19:31:11,ROBLOX,12281
2025-06-21T19:31:11,Magic: The Gathering,11927
2025-06-21T19:31:11,Sports,11528
2025-06-21T19:31:11,Sea of Thieves,11121
2025-06-21T19:31:11,Chrono Odyssey,10933
2025-06-21T19:31:11,Music,10687
2025-06-21T19:31:11,Old School RuneScape,10108
2025-06-21T19:31:11,Grand Theft Auto IV,9970
2025-06-21T19:31:11,Art,9763
2025-06-21T19:31:11,Genshin Impact,9742
2025-06-21T19:31:11,Escape from Tarkov,9655
2025-06-21T19:31:11,Clair Obscur: Expedition 33,8675
2025-06-21T19:31:11,ASMR,8641
2025-06-21T19:31:11,Garena Free Fire,8613
2025-06-21T19:31:11,Slots,8517
2025-06-21T19:31:11,Street Fighter 6,8108
2025-06-21T19:31:11,Relic Guardian,7886
2025-06-21T19:31:11,GODDESS OF VICTORY: NIKKE,7795
2025-06-21T19:31:11,HELLDIVERS 2,7677
2025-06-21T19:31:11,Teamfight Tactics,7598
2025-06-21T19:31:11,Star Citizen,7170
2025-06-21T19:31:11,ELDEN RING,6985
2025-06-21T19:31:11,Retro,6932
2025-06-21T19:31:11,Death Stranding: Director's Cut,6789
2025-06-21T19:31:11,DayZ,6279
2025-06-21T19:31:11,Parcel Simulator,6101
2025-06-21T19:31:11,Call of Duty,6087
2025-06-21T19:31:11,Gartic Phone,6067
2025-06-21T19:31:11,NBA 2K25,6044
2025-06-21T19:31:11,Chess,6023
2025-06-21T19:31:11,Destiny 2,6021
2025-06-21T19:31:11,Heroes of Might and Magic III: The Restoration of Erathia,5939
2025-06-21T19:31:11,R.E.P.O.,5827
2025-06-21T19:31:11,Mobile Legends: Bang Bang,5787
2025-06-21T19:31:11,Trackmania,5641
2025-06-21T19:31:11,Albion Online,5533
2025-06-21T19:31:11,Rocket League,5526
2025-06-21T19:31:11,Red Dead Redemption 2,5430
2025-06-21T19:31:11,iRacing,5395
2025-06-21T19:31:11,Call of Duty: Black Ops 6,5379
2025-06-21T19:31:11,Always On,5144
2025-06-21T19:31:11,Lies of P,5105
2025-06-21T19:31:11,"Animals, Aquariums, and Zoos",5072
2025-06-21T19:31:11,Slime Rancher,4999
2025-06-21T19:31:11,Pokémon Scarlet/Violet,4962
2025-06-21T19:31:11,FINAL FANTASY XIV ONLINE,4909
2025-06-21T19:31:11,StarCraft II,4857
2025-06-21T19:31:11,ARK: Survival Ascended,4813
2025-06-21T19:31:11,Garry's Mod,4776
2025-06-21T19:31:11,Etheria: Restart,4772
2025-06-21T19:31:11,Arena Breakout: Infinite,4437
2025-06-21T19:31:11,"Pools, Hot Tubs, and Beaches",4414
2025-06-21T19:31:11,Black Desert,4381
2025-06-21T19:31:11,Still Wakes the Deep,4325
2025-06-21T19:31:11,Age of Empires II,4271
2025-06-21T19:31:11,RAIDOU Remastered: The Mystery of the Soulless Army,4065
2025-06-21T19:31:11,Stellar Blade,4063
2025-06-21T19:31:11,Crypto,4014
2025-06-21T19:31:11,Talk Shows & Podcasts,3888
2025-06-21T19:31:11,Halo Infinite,3869
2025-06-21T19:31:11,Lost Ark,3855
2025-06-21T19:31:21,Counter-Strike,628352
2025-06-21T19:31:21,Just Chatting,598186
2025-06-21T19:31:21,VALORANT,314196
2025-06-21T19:31:21,IRL,115819
2025-06-21T19:31:21,Grand Theft Auto V,110359
2025-06-21T19:31:21,League of Legends,104383
2025-06-21T19:31:21,Call of Duty: Warzone,68927
2025-06-21T19:31:21,Path of Exile,60291
2025-06-21T19:31:21,Fortnite,59537
2025-06-21T19:31:21,Dota 2,43073
2025-06-21T19:31:21,The Blood of Dawnwalker,49403
2025-06-21T19:31:21,PEAK,43805
2025-06-21T19:31:21,Marvel Rivals,42403
2025-06-21T19:31:21,Minecraft,38029
2025-06-21T19:31:21,Overwatch 2,36436
2025-06-21T19:31:21,World of Warcraft,34379
2025-06-21T19:31:21,Special Events,31299
2025-06-21T19:31:21,Dead by Daylight,31028
2025-06-21T19:31:21,Borderlands 4,28733
2025-06-21T19:31:21,REMATCH,25119
2025-06-21T19:31:21,EA Sports FC 25,24522
2025-06-21T19:31:21,DJs,22655
2025-06-21T19:31:21,World of Tanks,22473
2025-06-21T19:31:21,Hearthstone,20421
2025-06-21T19:31:21,Clash Royale,17151
2025-06-21T19:31:21,Virtual Casino,16617
2025-06-21T19:31:21,SCUM,16086
2025-06-21T19:31:21,Tom Clancy's Rainbow Six Siege X,15915
2025-06-21T19:31:21,Mario Kart World,15660
2025-06-21T19:31:21,Dune: Awakening,15076
2025-06-21T19:31:21,Elden Ring: Nightreign,14923
2025-06-21T19:31:21,Fall Guys,14517
2025-06-21T19:31:21,PUBG: BATTLEGROUNDS,14328
2025-06-21T19:31:21,Hunt: Showdown 1896,13333
2025-06-21T19:31:21,Shadowverse: Worlds Beyond,13243
2025-06-21T19:31:21,Tibia,13181
2025-06-21T19:31:21,Brawl Stars,13067
2025-06-21T19:31:21,Rust,12683
2025-06-21T19:31:21,Apex Legends,12583
2025-06-21T19:31:21,ROBLOX,12255
2025-06-21T19:31:21,Magic: The Gathering,11923
2025-06-21T19:31:21,Sports,11527
2025-06-21T19:31:21,Sea of Thieves,11113
2025-06-21T19:31:21,Chrono Odyssey,10927
2025-06-21T19:31:21,Music,10685
2025-06-21T19:31:21,Old School RuneScape,10108
2025-06-21T19:31:21,Grand Theft Auto IV,9970
2025-06-21T19:31:21,Art,9716
2025-06-21T19:31:21,Genshin Impact,9742
2025-06-21T19:31:21,Escape from Tarkov,9655
2025-06-21T19:31:21,Clair Obscur: Expedition 33,8668
2025-06-21T19:31:21,ASMR,8641
2025-06-21T19:31:21,Garena Free Fire,8613
2025-06-21T19:31:21,Slots,8517
2025-06-21T19:31:21,Street Fighter 6,8105
2025-06-21T19:31:21,Relic Guardian,7886
2025-06-21T19:31:21,GODDESS OF VICTORY: NIKKE,7795
2025-06-21T19:31:21,HELLDIVERS 2,7676
2025-06-21T19:31:21,Teamfight Tactics,7596
2025-06-21T19:31:21,Star Citizen,7168
2025-06-21T19:31:21,ELDEN RING,6982
2025-06-21T19:31:21,Retro,6891
2025-06-21T19:31:21,Death Stranding: Director's Cut,6789
2025-06-21T19:31:21,DayZ,6280
2025-06-21T19:31:21,Parcel Simulator,6101
2025-06-21T19:31:21,Call of Duty,6062
2025-06-21T19:31:21,Gartic Phone,6067
2025-06-21T19:31:21,NBA 2K25,6024
2025-06-21T19:31:21,Chess,6022
2025-06-21T19:31:21,Destiny 2,6019
2025-06-21T19:31:21,Heroes of Might and Magic III: The Restoration of Erathia,5939
2025-06-21T19:31:21,R.E.P.O.,5787
2025-06-21T19:31:21,Mobile Legends: Bang Bang,5787
2025-06-21T19:31:21,Trackmania,5642
2025-06-21T19:31:21,Albion Online,5315
2025-06-21T19:31:21,Rocket League,5512
2025-06-21T19:31:21,Red Dead Redemption 2,5432
2025-06-21T19:31:21,iRacing,5392
2025-06-21T19:31:21,Call of Duty: Black Ops 6,5355
2025-06-21T19:31:21,Always On,5142
2025-06-21T19:31:21,Lies of P,5105
2025-06-21T19:31:21,"Animals, Aquariums, and Zoos",5069
2025-06-21T19:31:21,Slime Rancher,4999
2025-06-21T19:31:21,Pokémon Scarlet/Violet,4962
2025-06-21T19:31:21,FINAL FANTASY XIV ONLINE,4910
2025-06-21T19:31:21,StarCraft II,4860
2025-06-21T19:31:21,ARK: Survival Ascended,4804
2025-06-21T19:31:21,Garry's Mod,4776
2025-06-21T19:31:21,Etheria: Restart,4768
2025-06-21T19:31:21,Arena Breakout: Infinite,4435
2025-06-21T19:31:21,"Pools, Hot Tubs, and Beaches",4414
2025-06-21T19:31:21,Black Desert,4370
2025-06-21T19:31:21,Still Wakes the Deep,4328
2025-06-21T19:31:21,Age of Empires II,4271
2025-06-21T19:31:21,RAIDOU Remastered: The Mystery of the Soulless Army,4066
2025-06-21T19:31:21,Stellar Blade,4061
2025-06-21T19:31:21,Crypto,4014
2025-06-21T19:31:21,Talk Shows & Podcasts,3886
2025-06-21T19:31:21,Halo Infinite,3868
2025-06-21T19:31:21,Lost Ark,3855
2025-06-21T19:31:31,Counter-Strike,628352
2025-06-21T19:31:31,Just Chatting,598186
2025-06-21T19:31:31,VALORANT,314196
2025-06-21T19:31:31,IRL,115819
2025-06-21T19:31:31,Grand Theft Auto V,110359
2025-06-21T19:31:31,League of Legends,104383
2025-06-21T19:31:31,Call of Duty: Warzone,68927
2025-06-21T19:31:31,Path of Exile,60291
2025-06-21T19:31:31,Fortnite,59537
2025-06-21T19:31:31,The Blood of Dawnwalker,49403
2025-06-21T19:31:31,PEAK,43805
2025-06-21T19:31:31,Dota 2,43073
2025-06-21T19:31:31,Marvel Rivals,42403
2025-06-21T19:31:31,Minecraft,38029
2025-06-21T19:31:31,Overwatch 2,36436
2025-06-21T19:31:31,World of Warcraft,34379
2025-06-21T19:31:31,Special Events,31299
2025-06-21T19:31:31,Dead by Daylight,31028
2025-06-21T19:31:31,Borderlands 4,28733
2025-06-21T19:31:31,REMATCH,25119
2025-06-21T19:31:31,EA Sports FC 25,24522
2025-06-21T19:31:31,DJs,22655
2025-06-21T19:31:31,World of Tanks,22473
2025-06-21T19:31:31,Hearthstone,20421
2025-06-21T19:31:31,Clash Royale,17151
2025-06-21T19:31:31,Virtual Casino,16617
2025-06-21T19:31:31,SCUM,16086
2025-06-21T19:31:31,Tom Clancy's Rainbow Six Siege X,15915
2025-06-21T19:31:31,Mario Kart World,15660
2025-06-21T19:31:31,Dune: Awakening,15076
2025-06-21T19:31:31,Elden Ring: Nightreign,14923
2025-06-21T19:31:31,Fall Guys,14517
2025-06-21T19:31:31,PUBG: BATTLEGROUNDS,14328
2025-06-21T19:31:31,Hunt: Showdown 1896,13333
2025-06-21T19:31:31,Shadowverse: Worlds Beyond,13243
2025-06-21T19:31:31,Tibia,13181
2025-06-21T19:31:31,Brawl Stars,13067
2025-06-21T19:31:31,Rust,12683
2025-06-21T19:31:31,Apex Legends,12583
2025-06-21T19:31:31,ROBLOX,12255
2025-06-21T19:31:31,Magic: The Gathering,11923
2025-06-21T19:31:31,Sports,11527
2025-06-21T19:31:31,Sea of Thieves,11113
2025-06-21T19:31:31,Chrono Odyssey,10927
2025-06-21T19:31:31,Music,10685
2025-06-21T19:31:31,Old School RuneScape,10108
2025-06-21T19:31:31,Grand Theft Auto IV,9970
2025-06-21T19:31:31,Genshin Impact,9742
2025-06-21T19:31:31,Art,9716
2025-06-21T19:31:31,Escape from Tarkov,9655
2025-06-21T19:31:31,Clair Obscur: Expedition 33,8668
2025-06-21T19:31:31,ASMR,8641
2025-06-21T19:31:31,Garena Free Fire,8613
2025-06-21T19:31:31,Slots,8517
2025-06-21T19:31:31,Street Fighter 6,8105
2025-06-21T19:31:31,Relic Guardian,7886
2025-06-21T19:31:31,GODDESS OF VICTORY: NIKKE,7795
2025-06-21T19:31:31,HELLDIVERS 2,7676
2025-06-21T19:31:31,Teamfight Tactics,7596
2025-06-21T19:31:31,Star Citizen,7168
2025-06-21T19:31:31,ELDEN RING,6982
2025-06-21T19:31:31,Retro,6891
2025-06-21T19:31:31,Death Stranding: Director's Cut,6789
2025-06-21T19:31:31,DayZ,6280
2025-06-21T19:31:31,Parcel Simulator,6101
2025-06-21T19:31:31,Gartic Phone,6067
2025-06-21T19:31:31,Call of Duty,6062
2025-06-21T19:31:31,NBA 2K25,6024
2025-06-21T19:31:31,Chess,6022
2025-06-21T19:31:31,Destiny 2,6019
2025-06-21T19:31:31,Heroes of Might and Magic III: The Restoration of Erathia,5939
2025-06-21T19:31:31,R.E.P.O.,5787
